[2025-08-11 16:27:48] INFO - Epoch 1 | Train Loss (MSE): 0.9178 | Val Loss (MSE): 0.5460
[2025-08-11 16:27:53] INFO - Epoch 2 | Train Loss (MSE): 0.7617 | Val Loss (MSE): 0.4968
[2025-08-11 16:27:58] INFO - Epoch 3 | Train Loss (MSE): 0.6707 | Val Loss (MSE): 0.4625
[2025-08-11 16:28:03] INFO - Epoch 4 | Train Loss (MSE): 0.6626 | Val Loss (MSE): 0.4601
[2025-08-11 16:28:08] INFO - Epoch 5 | Train Loss (MSE): 0.6291 | Val Loss (MSE): 0.4328
[2025-08-11 16:28:13] INFO - Epoch 6 | Train Loss (MSE): 0.6190 | Val Loss (MSE): 0.4140
[2025-08-11 16:28:18] INFO - Epoch 7 | Train Loss (MSE): 0.6007 | Val Loss (MSE): 0.4466
[2025-08-11 16:28:22] INFO - Epoch 8 | Train Loss (MSE): 0.6002 | Val Loss (MSE): 0.4144
[2025-08-11 16:28:27] INFO - Epoch 9 | Train Loss (MSE): 0.5940 | Val Loss (MSE): 0.4286
[2025-08-11 16:28:32] INFO - Epoch 10 | Train Loss (MSE): 0.5890 | Val Loss (MSE): 0.4036
[2025-08-11 16:28:37] INFO - Epoch 11 | Train Loss (MSE): 0.5830 | Val Loss (MSE): 0.4022
[2025-08-11 16:28:42] INFO - Epoch 12 | Train Loss (MSE): 0.5799 | Val Loss (MSE): 0.4050
[2025-08-11 16:28:47] INFO - Epoch 13 | Train Loss (MSE): 0.5732 | Val Loss (MSE): 0.3960
[2025-08-11 16:28:52] INFO - Epoch 14 | Train Loss (MSE): 0.5711 | Val Loss (MSE): 0.3949
[2025-08-11 16:28:57] INFO - Epoch 15 | Train Loss (MSE): 0.5666 | Val Loss (MSE): 0.3949
[2025-08-11 16:29:02] INFO - Epoch 16 | Train Loss (MSE): 0.5624 | Val Loss (MSE): 0.3860
[2025-08-11 16:29:07] INFO - Epoch 17 | Train Loss (MSE): 0.5610 | Val Loss (MSE): 0.3796
[2025-08-11 16:29:12] INFO - Epoch 18 | Train Loss (MSE): 0.5552 | Val Loss (MSE): 0.3778
[2025-08-11 16:29:17] INFO - Epoch 19 | Train Loss (MSE): 0.5534 | Val Loss (MSE): 0.3669
[2025-08-11 16:29:22] INFO - Epoch 20 | Train Loss (MSE): 0.5503 | Val Loss (MSE): 0.3768
[2025-08-11 16:29:27] INFO - Epoch 21 | Train Loss (MSE): 0.5451 | Val Loss (MSE): 0.3649
[2025-08-11 16:29:32] INFO - Epoch 22 | Train Loss (MSE): 0.5447 | Val Loss (MSE): 0.3653
[2025-08-11 16:29:36] INFO - Epoch 23 | Train Loss (MSE): 0.5393 | Val Loss (MSE): 0.3626
[2025-08-11 16:29:41] INFO - Epoch 24 | Train Loss (MSE): 0.5365 | Val Loss (MSE): 0.3653
[2025-08-11 16:29:46] INFO - Epoch 25 | Train Loss (MSE): 0.5347 | Val Loss (MSE): 0.3558
[2025-08-11 16:29:51] INFO - Epoch 26 | Train Loss (MSE): 0.5327 | Val Loss (MSE): 0.3636
[2025-08-11 16:29:56] INFO - Epoch 27 | Train Loss (MSE): 0.5272 | Val Loss (MSE): 0.3598
[2025-08-11 16:30:01] INFO - Epoch 28 | Train Loss (MSE): 0.5252 | Val Loss (MSE): 0.3590
[2025-08-11 16:30:06] INFO - Epoch 29 | Train Loss (MSE): 0.5233 | Val Loss (MSE): 0.3600
[2025-08-11 16:30:11] INFO - Epoch 30 | Train Loss (MSE): 0.5195 | Val Loss (MSE): 0.3571
[2025-08-11 16:30:16] INFO - Epoch 31 | Train Loss (MSE): 0.5166 | Val Loss (MSE): 0.3615
[2025-08-11 16:30:21] INFO - Epoch 32 | Train Loss (MSE): 0.5133 | Val Loss (MSE): 0.3581
[2025-08-11 16:30:26] INFO - Epoch 33 | Train Loss (MSE): 0.5108 | Val Loss (MSE): 0.3545
[2025-08-11 16:30:31] INFO - Epoch 34 | Train Loss (MSE): 0.5087 | Val Loss (MSE): 0.3568
[2025-08-11 16:30:36] INFO - Epoch 35 | Train Loss (MSE): 0.5035 | Val Loss (MSE): 0.3590
[2025-08-11 16:30:40] INFO - Epoch 36 | Train Loss (MSE): 0.5025 | Val Loss (MSE): 0.3536
[2025-08-11 16:30:45] INFO - Epoch 37 | Train Loss (MSE): 0.4997 | Val Loss (MSE): 0.3537
[2025-08-11 16:30:50] INFO - Epoch 38 | Train Loss (MSE): 0.4971 | Val Loss (MSE): 0.3573
[2025-08-11 16:30:55] INFO - Epoch 39 | Train Loss (MSE): 0.4936 | Val Loss (MSE): 0.3579
[2025-08-11 16:31:00] INFO - Epoch 40 | Train Loss (MSE): 0.4887 | Val Loss (MSE): 0.3568
[2025-08-11 16:31:03] INFO - Validation MSE: 0.0117, RMSE: 0.1083,  MAE: 0.0830
[2025-08-11 16:31:03] INFO - Test MSE: 0.0128, RMSE: 0.1131, MAE: 0.0862
[2025-08-11 16:47:45] INFO - Epoch 1 | Train Loss (MSE): 0.9178 | Val Loss (MSE): 0.5460
[2025-08-11 16:47:50] INFO - Epoch 2 | Train Loss (MSE): 0.7617 | Val Loss (MSE): 0.4968
[2025-08-11 16:47:55] INFO - Epoch 3 | Train Loss (MSE): 0.6707 | Val Loss (MSE): 0.4625
[2025-08-11 16:48:00] INFO - Epoch 4 | Train Loss (MSE): 0.6626 | Val Loss (MSE): 0.4601
[2025-08-11 16:48:05] INFO - Epoch 5 | Train Loss (MSE): 0.6291 | Val Loss (MSE): 0.4328
[2025-08-11 16:48:10] INFO - Epoch 6 | Train Loss (MSE): 0.6190 | Val Loss (MSE): 0.4140
[2025-08-11 16:48:15] INFO - Epoch 7 | Train Loss (MSE): 0.6007 | Val Loss (MSE): 0.4466
[2025-08-11 16:48:20] INFO - Epoch 8 | Train Loss (MSE): 0.6002 | Val Loss (MSE): 0.4144
[2025-08-11 16:48:25] INFO - Epoch 9 | Train Loss (MSE): 0.5940 | Val Loss (MSE): 0.4286
[2025-08-11 16:48:30] INFO - Epoch 10 | Train Loss (MSE): 0.5890 | Val Loss (MSE): 0.4036
[2025-08-11 16:48:35] INFO - Epoch 11 | Train Loss (MSE): 0.5830 | Val Loss (MSE): 0.4022
[2025-08-11 16:48:40] INFO - Epoch 12 | Train Loss (MSE): 0.5799 | Val Loss (MSE): 0.4050
[2025-08-11 16:48:44] INFO - Epoch 13 | Train Loss (MSE): 0.5732 | Val Loss (MSE): 0.3960
[2025-08-11 16:48:49] INFO - Epoch 14 | Train Loss (MSE): 0.5711 | Val Loss (MSE): 0.3949
[2025-08-11 16:48:54] INFO - Epoch 15 | Train Loss (MSE): 0.5666 | Val Loss (MSE): 0.3949
[2025-08-11 16:48:59] INFO - Epoch 16 | Train Loss (MSE): 0.5624 | Val Loss (MSE): 0.3860
[2025-08-11 16:49:04] INFO - Epoch 17 | Train Loss (MSE): 0.5610 | Val Loss (MSE): 0.3796
[2025-08-11 16:49:08] INFO - Epoch 18 | Train Loss (MSE): 0.5552 | Val Loss (MSE): 0.3778
[2025-08-11 16:49:13] INFO - Epoch 19 | Train Loss (MSE): 0.5534 | Val Loss (MSE): 0.3669
[2025-08-11 16:49:18] INFO - Epoch 20 | Train Loss (MSE): 0.5503 | Val Loss (MSE): 0.3768
[2025-08-11 16:49:23] INFO - Epoch 21 | Train Loss (MSE): 0.5451 | Val Loss (MSE): 0.3649
[2025-08-11 16:49:28] INFO - Epoch 22 | Train Loss (MSE): 0.5447 | Val Loss (MSE): 0.3653
[2025-08-11 16:49:32] INFO - Epoch 23 | Train Loss (MSE): 0.5393 | Val Loss (MSE): 0.3626
[2025-08-11 16:49:37] INFO - Epoch 24 | Train Loss (MSE): 0.5365 | Val Loss (MSE): 0.3653
[2025-08-11 16:49:42] INFO - Epoch 25 | Train Loss (MSE): 0.5347 | Val Loss (MSE): 0.3558
[2025-08-11 16:49:47] INFO - Epoch 26 | Train Loss (MSE): 0.5327 | Val Loss (MSE): 0.3636
[2025-08-11 16:49:52] INFO - Epoch 27 | Train Loss (MSE): 0.5272 | Val Loss (MSE): 0.3598
[2025-08-11 16:49:56] INFO - Epoch 28 | Train Loss (MSE): 0.5252 | Val Loss (MSE): 0.3590
[2025-08-11 16:50:01] INFO - Epoch 29 | Train Loss (MSE): 0.5233 | Val Loss (MSE): 0.3600
[2025-08-11 16:50:06] INFO - Epoch 30 | Train Loss (MSE): 0.5195 | Val Loss (MSE): 0.3571
[2025-08-11 16:50:11] INFO - Epoch 31 | Train Loss (MSE): 0.5166 | Val Loss (MSE): 0.3615
[2025-08-11 16:50:15] INFO - Epoch 32 | Train Loss (MSE): 0.5133 | Val Loss (MSE): 0.3581
[2025-08-11 16:50:20] INFO - Epoch 33 | Train Loss (MSE): 0.5108 | Val Loss (MSE): 0.3545
[2025-08-11 16:50:25] INFO - Epoch 34 | Train Loss (MSE): 0.5087 | Val Loss (MSE): 0.3568
[2025-08-11 16:50:30] INFO - Epoch 35 | Train Loss (MSE): 0.5035 | Val Loss (MSE): 0.3590
[2025-08-11 16:50:34] INFO - Epoch 36 | Train Loss (MSE): 0.5025 | Val Loss (MSE): 0.3536
[2025-08-11 16:50:39] INFO - Epoch 37 | Train Loss (MSE): 0.4997 | Val Loss (MSE): 0.3537
[2025-08-11 16:50:44] INFO - Epoch 38 | Train Loss (MSE): 0.4971 | Val Loss (MSE): 0.3573
[2025-08-11 16:50:49] INFO - Epoch 39 | Train Loss (MSE): 0.4936 | Val Loss (MSE): 0.3579
[2025-08-11 16:50:54] INFO - Epoch 40 | Train Loss (MSE): 0.4887 | Val Loss (MSE): 0.3568
[2025-08-11 16:50:56] INFO - Validation MSE: 0.0117, RMSE: 0.1083,  MAE: 0.0830
[2025-08-11 16:50:56] INFO - Test MSE: 0.0128, RMSE: 0.1131, MAE: 0.0862
